,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
2283, M4,2019,Semi-Auto,24,Petrol,145,34.0,3.0,bmw
2247, Golf,2017,Manual,34353,Petrol,30,53.3,1.4,vw
17460, Focus,2017,Manual,10190,Petrol,20,61.4,1.0,ford
2489, Citigo,2019,Manual,9,Petrol,145,67.3,1.0,skoda
2348, Yaris,2017,Manual,31500,Petrol,145,58.9,1.5,toyota
5666, Citigo,2017,Manual,20012,Petrol,150,64.2,1.0,skoda
5021, X3,2019,Semi-Auto,8829,Petrol,145,30.4,2.0,bmw
1658, A Class,2017,Semi-Auto,28082,Diesel,145,70.6,2.1,mercedes
11861, Tiguan,2015,Automatic,25958,Diesel,155,49.6,2.0,vw
1378, E Class,2017,Semi-Auto,22484,Diesel,145,65.7,2.0,mercedes
13482, B-MAX,2012,Semi-Auto,11310,Petrol,160,44.1,1.6,ford
5263, Fiesta,2014,Manual,40129,Petrol,30,54.3,1.2,ford
1741, GLA Class,2017,Semi-Auto,29155,Diesel,125,56.5,2.1,mercedes
315, A1,2015,Manual,23081,Petrol,235,39.8,2.0,audi
80, Fiesta,2015,Manual,28935,Petrol,30,54.3,1.2,ford
15504, Focus,2018,Automatic,9816,Petrol,150,51.4,1.0,ford
5034, A5,2017,Semi-Auto,35220,Petrol,145,48.7,2.0,audi
16361, Fiesta,2018,Manual,15000,Petrol,150,58.9,0.0,ford
3142, S-MAX,2016,Semi-Auto,56347,Diesel,150,52.3,2.0,ford
3542, C-MAX,2017,Manual,19926,Petrol,150,55.4,1.0,ford
4559, A Class,2020,Manual,2125,Petrol,145,28.5,1.3,mercedes
5344, Citigo,2018,Manual,19001,Petrol,145,64.2,1.0,skoda
5392, 1 Series,2019,Manual,2361,Petrol,145,41.5,1.5,bmw
1522, Yaris,2017,Automatic,7292,Hybrid,0,86.0,1.5,toyota
3493, A Class,2016,Manual,11633,Diesel,20,68.9,1.5,mercedes
3612, Octavia,2014,Manual,78346,Petrol,30,53.3,1.4,skoda
7933, EcoSport,2017,Manual,5074,Petrol,150,53.3,1.0,ford
3817, Aygo,2018,Manual,21501,Petrol,145,68.9,1.0,toyota
3730, A6,2016,Semi-Auto,20068,Diesel,20,64.2,2.0,audi
453, RAV4,2019,Automatic,10853,Hybrid,135,51.1,2.5,toyota
1361, X2,2019,Automatic,123,Petrol,145,38.7,2.0,bmw
9608, 1 Series,2016,Manual,26141,Diesel,0,78.5,1.5,bmw
3465, Auris,2015,Automatic,35002,Hybrid,0,72.4,1.8,toyota
74, A3,2019,Manual,5704,Petrol,145,49.6,1.0,audi
5640, Passat,2015,Manual,36117,Diesel,20,68.9,2.0,vw
8566, Polo,2016,Manual,21037,Petrol,20,60.1,1.2,vw
8067, Polo,2017,Manual,18282,Petrol,145,58.9,1.0,vw
2781, 3 Series,2018,Semi-Auto,10548,Petrol,145,46.3,2.0,bmw
5129, Golf,2016,Automatic,27083,Diesel,30,62.8,2.0,vw
17841, Fiesta,2020,Manual,1500,Petrol,145,58.9,1.0,ford
2732, 1 Series,2018,Manual,12879,Petrol,145,53.3,1.5,bmw
4948, Fabia,2019,Manual,1558,Petrol,145,52.3,1.0,skoda
8502, A4,2020,Manual,4521,Petrol,145,39.2,2.0,audi
7415, EcoSport,2018,Semi-Auto,32000,Petrol,150,48.7,1.0,ford
6341, E Class,2019,Semi-Auto,5000,Petrol,145,32.9,2.0,mercedes
7987, Q7,2015,Automatic,74000,Diesel,300,38.2,3.0,audi
6846, E Class,2019,Semi-Auto,14313,Diesel,145,72.4,2.0,mercedes
230, Corolla,2020,Automatic,636,Hybrid,135,62.8,1.8,toyota
12640, Up,2020,Manual,5000,Petrol,145,54.3,1.0,vw
14009, Arteon,2019,Automatic,6500,Petrol,145,32.8,2.0,vw
5988, C-HR,2019,Manual,12644,Petrol,145,41.5,1.2,toyota
6082, Passat,2015,Semi-Auto,58000,Diesel,30,61.4,2.0,vw
2401, Focus,2017,Manual,27412,Diesel,150,74.3,1.5,ford
1315, Golf,2013,Manual,54282,Petrol,125,53.3,1.4,vw
2237, A Class,2020,Manual,347,Petrol,145,47.1,1.3,mercedes
6008, Kuga,2017,Manual,41181,Diesel,30,64.2,1.5,ford
3468, Focus,2019,Manual,150,Petrol,145,60.1,1.0,ford
2289, Fiesta,2019,Manual,7896,Petrol,145,58.9,1.0,ford
10321, GL Class,2016,Automatic,25285,Diesel,125,56.5,2.1,mercedes
7429, 1 Series,2009,Automatic,103735,Petrol,205,44.1,1.6,bmw
5009, Q2,2017,Semi-Auto,17000,Petrol,145,51.4,1.4,audi
6678, A1,2016,Manual,11180,Petrol,30,55.4,1.4,audi
9280, A6,2013,Manual,96840,Diesel,125,57.6,2.0,audi
13137, Fiesta,2019,Automatic,161,Petrol,145,48.7,1.0,ford
16247, Mondeo,2020,Manual,12,Diesel,145,49.6,2.0,ford
17185, Grand C-MAX,2016,Manual,36706,Diesel,30,61.4,2.0,ford
7936, A Class,2019,Semi-Auto,11411,Petrol,150,53.3,1.3,mercedes
5335, A6,2016,Manual,43438,Diesel,30,61.4,2.0,audi
833, GLC Class,2017,Semi-Auto,45129,Petrol,145,34.0,3.0,mercedes
7077, 2 Series,2017,Semi-Auto,16266,Petrol,145,43.5,2.0,bmw
1077, Golf,2019,Manual,10,Diesel,145,55.4,1.6,vw
6911, X1,2017,Automatic,6391,Diesel,145,65.7,2.0,bmw
2020, Yaris,2018,Manual,17211,Petrol,145,58.9,1.5,toyota
4868, Octavia,2017,Semi-Auto,49589,Diesel,125,60.1,2.0,skoda
9955, 1 Series,2016,Manual,82850,Diesel,0,83.1,1.5,bmw
995, 2 Series,2017,Semi-Auto,25884,Diesel,145,64.2,2.0,bmw
1341, Fiesta,2018,Manual,8340,Petrol,145,65.7,1.0,ford
14957, Fiesta,2018,Manual,30284,Petrol,145,64.2,1.1,ford
9415, Polo,2014,Manual,17238,Petrol,20,60.1,1.0,vw
7008, Polo,2018,Manual,7257,Petrol,145,51.4,1.0,vw
12360, C Class,2017,Automatic,30297,Diesel,30,64.2,2.1,mercedes
927, GLA Class,2015,Semi-Auto,29087,Petrol,200,42.8,2.0,mercedes
3655, Aygo,2017,Manual,58008,Petrol,145,68.9,1.0,toyota
1052, A Class,2017,Semi-Auto,30626,Diesel,150,74.3,1.5,mercedes
1573, Scala,2019,Manual,4266,Petrol,145,49.6,1.0,skoda
7656, 3 Series,2012,Automatic,47000,Diesel,235,44.1,3.0,bmw
13732, Kuga,2019,Manual,14639,Petrol,150,34.4,1.5,ford
3003, Kamiq,2019,Manual,2100,Petrol,145,47.9,1.0,skoda
13084, Scirocco,2017,Manual,26628,Diesel,145,53.3,2.0,vw
3175, A3,2020,Manual,10,Petrol,145,43.5,1.5,audi
8077, Fiesta,2016,Manual,24256,Petrol,0,65.7,1.0,ford
6067, Fiesta,2018,Manual,20727,Petrol,145,58.9,1.0,ford
5815, C-MAX,2017,Manual,23901,Diesel,20,68.9,1.5,ford
2352, Yeti,2016,Manual,52968,Petrol,125,51.4,1.2,skoda
9656, Polo,2018,Manual,189,Diesel,145,57.7,1.6,vw
3175, C Class,2018,Semi-Auto,13199,Diesel,145,57.7,2.0,mercedes
10213, Edge,2017,Manual,9975,Diesel,145,48.7,2.0,ford
4075, Fabia,2016,Manual,40000,Petrol,20,58.9,1.0,skoda
2908, Yaris,2017,Manual,11872,Petrol,30,58.0,1.3,toyota
7032, CLS Class,2019,Semi-Auto,12000,Diesel,145,47.9,2.9,mercedes
3047, Auris,2017,Automatic,13727,Hybrid,0,78.5,1.8,toyota
13701, Fiesta,2016,Manual,32200,Petrol,0,65.7,1.0,ford
10610, X3,2016,Automatic,36157,Diesel,200,47.9,3.0,bmw
6452, Q3,2014,Semi-Auto,30000,Petrol,145,45.6,1.4,audi
3618, Auris,2015,Automatic,37784,Hybrid,0,78.5,1.8,toyota
727, 3 Series,2019,Semi-Auto,1250,Petrol,145,42.2,2.0,bmw
8997, Polo,2019,Semi-Auto,4885,Petrol,145,45.6,1.0,vw
5077, Golf,2019,Automatic,3440,Petrol,145,43.5,1.5,vw
5013, A Class,2016,Semi-Auto,32029,Diesel,20,68.9,2.1,mercedes
12484, A Class,2016,Manual,51752,Diesel,30,62.8,2.1,mercedes
2089, Superb,2018,Semi-Auto,6521,Petrol,145,43.5,2.0,skoda
10023, X1,2016,Automatic,22595,Petrol,160,44.8,2.0,bmw
3082, GLC Class,2020,Semi-Auto,16,Diesel,145,40.9,2.0,mercedes
805, Citigo,2016,Manual,17368,Petrol,20,62.8,1.0,skoda
5048, E Class,2019,Automatic,12982,Diesel,145,72.4,2.0,mercedes
11821, C Class,2015,Automatic,91639,Petrol,300,34.5,4.0,mercedes
10648, Galaxy,2017,Manual,36947,Diesel,125,56.5,2.0,ford
6835, SLK,2014,Automatic,30769,Diesel,145,56.5,2.0,mercedes
1948, 1 Series,2017,Semi-Auto,43260,Petrol,145,55.5,1.5,bmw
8481, Q5,2020,Automatic,5412,Diesel,145,38.2,2.0,audi
6154, Karoq,2019,Automatic,200,Petrol,150,41.5,1.5,skoda
3019, 1 Series,2020,Manual,1104,Diesel,145,53.3,2.0,bmw
6280, EcoSport,2018,Manual,20088,Petrol,145,54.3,1.0,ford
7222, Focus,2016,Manual,20076,Petrol,200,41.5,2.0,ford
12101, Kuga,2017,Semi-Auto,19978,Diesel,145,58.9,1.5,ford
4645, Kamiq,2019,Automatic,2074,Petrol,145,43.5,1.5,skoda
4635, Aygo,2016,Manual,27198,Petrol,0,69.0,1.0,toyota
11420, Fiesta,2015,Manual,43394,Petrol,20,62.8,1.0,ford
17583, Fiesta,2016,Manual,33625,Diesel,0,78.5,1.5,ford
16256, Kuga,2018,Manual,14354,Diesel,145,64.2,1.5,ford
6183, E Class,2019,Automatic,6425,Diesel,145,57.7,2.0,mercedes
13320, Fiesta,2017,Semi-Auto,26942,Petrol,150,57.7,1.0,ford
1359, X5,2019,Automatic,123,Diesel,145,33.6,3.0,bmw
476, Focus,2018,Manual,21167,Diesel,145,67.3,2.0,ford
5902, 3 Series,2020,Semi-Auto,10,Diesel,145,50.4,2.0,bmw
844, A3,2015,Manual,21429,Diesel,20,68.9,2.0,audi
10427, E Class,2016,Automatic,38198,Diesel,20,72.4,2.0,mercedes
9336, Polo,2019,Manual,5404,Petrol,150,52.3,1.0,vw
3623, Auris,2018,Automatic,20913,Hybrid,135,68.8,1.8,toyota
9869, Polo,2015,Manual,34322,Petrol,0,65.7,1.0,vw
1333, Fiesta,2017,Manual,5146,Petrol,0,65.7,1.0,ford
4886, Aygo,2018,Manual,18000,Petrol,145,68.9,1.0,toyota
16203, Ka+,2017,Manual,18043,Petrol,30,57.7,1.2,ford
3438, Auris,2014,Automatic,22460,Hybrid,0,70.6,1.8,toyota
1069, Yaris,2017,Manual,24868,Petrol,30,58.0,1.3,toyota
10479, 3 Series,2016,Manual,33270,Petrol,150,48.7,2.0,bmw
8691, Fiesta,2018,Manual,31520,Petrol,145,65.7,1.0,ford
105, Q2,2019,Semi-Auto,4000,Petrol,145,42.2,1.5,audi
13153, Scirocco,2017,Manual,25018,Petrol,145,47.1,2.0,vw
4214, A5,2019,Manual,8200,Petrol,145,47.1,2.0,audi
6861, Polo,2017,Manual,16362,Petrol,20,60.1,1.2,vw
3290, A Class,2014,Semi-Auto,48621,Diesel,20,68.9,2.1,mercedes
10674, Kuga,2018,Automatic,11421,Petrol,145,38.2,1.5,ford
12861, E Class,2016,Automatic,53275,Diesel,30,65.7,2.0,mercedes
5015, Mustang,2020,Automatic,2450,Petrol,145,22.1,5.0,ford
14614, Kuga,2017,Manual,39967,Diesel,145,54.3,2.0,ford
8391, Polo,2016,Semi-Auto,85111,Petrol,20,61.4,1.4,vw
6068, Q3,2019,Manual,4288,Petrol,145,39.8,1.5,audi
2857, Karoq,2018,Automatic,20410,Petrol,145,53.3,1.0,skoda
10832, Focus,2020,Manual,641,Petrol,145,50.4,1.5,ford
10039, A3,2016,Automatic,33808,Diesel,125,57.6,2.0,audi
4054, SL CLASS,2019,Automatic,3425,Petrol,145,47.9,2.0,mercedes
4315, Aygo,2016,Manual,37336,Petrol,0,69.0,1.0,toyota
4513, Octavia,2018,Semi-Auto,12369,Petrol,145,58.9,1.0,skoda
1410, GLA Class,2015,Semi-Auto,30000,Diesel,125,55.4,2.1,mercedes
6876, Fiesta,2018,Manual,15313,Petrol,145,65.7,1.0,ford
2180, Golf,2018,Manual,10934,Diesel,150,60.1,2.0,vw
6793, X1,2017,Semi-Auto,6550,Diesel,145,60.1,2.0,bmw
10098, A Class,2017,Automatic,33133,Petrol,200,40.9,2.0,mercedes
2799, Citigo,2015,Manual,24562,Petrol,0,67.3,1.0,skoda
12994, Up,2016,Manual,30000,Petrol,20,61.4,1.0,vw
6559, Hilux,2019,Automatic,23160,Diesel,260,36.2,2.4,toyota
494, Fiesta,2016,Manual,22919,Petrol,0,65.7,1.0,ford
8238, Fiesta,2014,Manual,16180,Petrol,30,54.3,1.2,ford
7959, A3,2015,Manual,51000,Diesel,30,67.3,1.6,audi
7118, C Class,2019,Semi-Auto,13810,Diesel,145,61.4,2.0,mercedes
4917, 2 Series,2020,Semi-Auto,10,Petrol,145,42.2,1.5,bmw
1303, Yaris,2017,Manual,15054,Petrol,150,56.5,1.5,toyota
4754, C Class,2019,Automatic,2001,Diesel,145,64.2,2.0,mercedes
10359, 1 Series,2016,Manual,32268,Petrol,125,52.3,1.5,bmw
6469, 4 Series,2017,Semi-Auto,16613,Diesel,145,50.4,3.0,bmw
6079, 2 Series,2018,Manual,15674,Petrol,150,47.1,1.5,bmw
5753, Octavia,2019,Automatic,13875,Petrol,150,57.7,1.0,skoda
1679, GLC Class,2018,Semi-Auto,14403,Petrol,145,34.0,3.0,mercedes
16008, Grand C-MAX,2016,Manual,25929,Diesel,30,64.2,1.5,ford
3625, A3,2017,Automatic,12000,Diesel,145,70.6,1.6,audi
11147, Tiguan,2017,Manual,13648,Diesel,145,50.4,2.0,vw
9802, Kuga,2017,Manual,19333,Diesel,145,54.3,2.0,ford
5287, Aygo,2012,Manual,15585,Petrol,0,65.7,1.0,toyota
2775, A4,2018,Semi-Auto,43525,Petrol,145,50.4,2.0,audi
4378, Fiesta,2018,Manual,13674,Petrol,145,58.9,1.0,ford
4847, Aygo,2019,Manual,4664,Petrol,145,56.5,1.0,toyota
246, Fabia,2016,Manual,30740,Petrol,20,60.1,1.0,skoda
7676, 1 Series,2015,Manual,42000,Diesel,125,57.6,2.0,bmw
4276, Fiesta,2015,Manual,21672,Petrol,0,65.7,1.0,ford
4508, X1,2017,Manual,20779,Diesel,20,68.9,2.0,bmw
2322, A4,2019,Semi-Auto,9482,Diesel,150,47.9,2.0,audi
2249, Focus,2018,Manual,9700,Petrol,145,57.7,1.0,ford
9284, A Class,2017,Semi-Auto,25141,Diesel,20,74.3,1.5,mercedes
5762, X1,2019,Manual,8561,Petrol,145,39.8,1.5,bmw
6007, Fabia,2017,Automatic,11600,Petrol,145,61.4,1.0,skoda
9406, A6,2016,Automatic,49461,Diesel,125,57.6,2.0,audi
1070, 4 Series,2014,Semi-Auto,60212,Diesel,125,58.9,2.0,bmw
6885, A3,2019,Semi-Auto,5450,Petrol,145,34.9,2.0,audi
8939, Fiesta,2014,Manual,28600,Petrol,0,65.7,1.0,ford
10184, 3 Series,2016,Manual,53855,Diesel,30,62.8,2.0,bmw
5717, C-HR,2017,Automatic,23971,Hybrid,140,74.3,1.8,toyota
1294, Yaris,2019,Manual,2000,Petrol,145,47.9,1.5,toyota
11115, C Class,2015,Manual,114970,Diesel,20,68.9,2.1,mercedes
2918, A6,2016,Semi-Auto,11540,Diesel,30,61.4,2.0,audi
6273, Passat,2015,Manual,97000,Diesel,20,68.9,1.6,vw
2765, 3 Series,2020,Semi-Auto,3656,Diesel,150,50.4,2.0,bmw
6599, T-Cross,2020,Manual,3000,Diesel,145,52.3,1.6,vw
2299, A4,2017,Semi-Auto,67227,Diesel,145,70.6,2.0,audi
2527, Yaris,2016,Automatic,34465,Hybrid,0,78.0,1.5,toyota
11062, Tiguan,2017,Semi-Auto,26156,Diesel,150,49.6,2.0,vw
4695, C Class,2017,Semi-Auto,16425,Diesel,145,64.2,1.6,mercedes
13591, Touareg,2018,Semi-Auto,20162,Diesel,145,34.0,3.0,vw
6155, A1,2020,Semi-Auto,3015,Petrol,150,44.8,1.0,audi
4759, Golf,2017,Manual,18366,Petrol,145,35.8,2.0,vw
9229, M6,2006,Semi-Auto,89000,Petrol,570,19.1,5.0,bmw
7828, 1 Series,2017,Automatic,20148,Diesel,150,60.1,2.0,bmw
4471, 3 Series,2014,Semi-Auto,27092,Diesel,125,58.9,2.0,bmw
9461, Polo,2014,Manual,20667,Petrol,20,60.1,1.2,vw
4825, Q2,2017,Manual,27200,Petrol,150,50.4,1.4,audi
864, Yaris,2018,Manual,26413,Petrol,145,58.9,1.5,toyota
5932, A3,2016,Manual,21774,Petrol,30,58.9,1.4,audi
10830, C Class,2015,Automatic,35229,Petrol,145,49.6,2.0,mercedes
3593, E Class,2019,Automatic,922,Diesel,145,47.1,3.0,mercedes
1820, GLC Class,2016,Semi-Auto,14301,Diesel,125,56.5,2.1,mercedes
5229, GLA Class,2019,Automatic,4999,Petrol,145,44.8,1.6,mercedes
5258, B Class,2019,Semi-Auto,5308,Diesel,145,54.3,2.0,mercedes
1388, Golf,2019,Manual,4744,Petrol,145,47.1,1.5,vw
327, E Class,2019,Semi-Auto,2675,Hybrid,135,134.5,2.0,mercedes
2007, 1 Series,2019,Semi-Auto,3605,Diesel,150,47.9,1.5,bmw
12522, EcoSport,2019,Manual,5053,Petrol,150,51.4,1.0,ford
4480, Golf,2018,Manual,14335,Petrol,145,43.5,2.0,vw
5504, Fiesta,2017,Manual,21127,Petrol,0,65.7,1.0,ford
679, RAV4,2007,Manual,73000,Diesel,235,42.8,2.2,toyota
9170, Polo,2016,Manual,16130,Petrol,20,60.1,1.2,vw
11075, B Class,2015,Manual,38500,Diesel,30,65.7,2.1,mercedes
2252, Yeti Outdoor,2017,Semi-Auto,21872,Diesel,150,51.4,2.0,skoda
7575, 4 Series,2015,Automatic,76000,Diesel,160,50.4,3.0,bmw
5174, Focus,2017,Manual,15892,Petrol,20,61.4,1.0,ford
3310, Golf,2019,Semi-Auto,4500,Petrol,150,32.8,2.0,vw
913, Golf,2019,Manual,2500,Petrol,145,47.9,1.5,vw
5762, Q3,2019,Automatic,7753,Petrol,145,31.7,2.0,audi
10136, A6,2015,Automatic,78077,Diesel,150,54.3,3.0,audi
10801, GLE Class,2018,Automatic,5597,Diesel,145,39.2,3.0,mercedes
7205, A3,2019,Manual,4628,Diesel,145,51.4,1.6,audi
7315, A3,2019,Manual,5000,Diesel,145,51.4,1.6,audi
5880, A5,2019,Automatic,11128,Petrol,145,39.8,2.0,audi
5884, Octavia,2019,Automatic,13407,Petrol,150,57.7,1.0,skoda
10059, GLC Class,2020,Automatic,1000,Petrol,145,31.7,2.0,mercedes
10475, Fiesta,2017,Manual,36611,Petrol,125,54.3,1.2,ford
15124, Grand Tourneo Connect,2017,Automatic,41445,Diesel,150,56.6,1.5,ford
3861, Citigo,2018,Manual,1509,Petrol,150,65.7,1.0,skoda
1574, Yaris,2019,Manual,7500,Petrol,145,47.9,1.5,toyota
6483, Fiesta,2016,Manual,33048,Diesel,0,78.5,1.5,ford
1570, Fabia,2018,Manual,21430,Petrol,150,64.2,1.0,skoda
10440, GLC Class,2019,Automatic,15900,Petrol,150,43.5,2.0,mercedes
5813, C-HR,2018,Automatic,25576,Hybrid,135,74.3,1.8,toyota
6217, Passat,2017,Semi-Auto,52085,Diesel,30,60.1,2.0,vw
5057, Focus,2019,Manual,15811,Diesel,145,74.3,1.5,ford
374, EcoSport,2017,Manual,31998,Petrol,145,44.8,1.5,ford
7932, 3 Series,2017,Automatic,33206,Diesel,160,51.4,3.0,bmw
13493, Touareg,2008,Automatic,119000,Diesel,570,28.5,3.0,vw
9668, EcoSport,2016,Manual,16866,Petrol,125,52.3,1.0,ford
12470, Up,2014,Manual,38737,Petrol,20,60.1,1.0,vw
642, E Class,2015,Semi-Auto,39530,Diesel,145,54.3,3.0,mercedes
12020, Sharan,2019,Semi-Auto,13461,Diesel,145,42.2,2.0,vw
9663, A Class,2016,Manual,43461,Diesel,30,62.8,2.1,mercedes
3186, 1 Series,2019,Automatic,7990,Diesel,145,65.7,2.0,bmw
12137, Up,2019,Manual,1224,Petrol,145,54.3,1.0,vw
268, A3,2018,Manual,25000,Petrol,150,42.2,1.5,audi
12799, Kuga,2019,Automatic,2465,Petrol,145,31.0,1.5,ford
9953, A3,2015,Manual,31586,Diesel,0,74.3,1.6,audi
9521, Polo,2009,Manual,91085,Diesel,30,61.4,1.4,vw
4252, Superb,2019,Semi-Auto,2595,Petrol,145,38.2,2.0,skoda
2866, Edge,2018,Manual,18301,Diesel,145,48.7,2.0,ford
6122, Fabia,2017,Manual,17450,Petrol,150,64.2,1.0,skoda
10965, C Class,2017,Automatic,21032,Hybrid,135,134.5,2.0,mercedes
7150, C Class,2018,Automatic,8724,Petrol,145,46.3,1.5,mercedes
11016, A Class,2014,Manual,61491,Diesel,30,62.8,2.1,mercedes
10105, Tiguan,2019,Manual,2000,Petrol,145,40.9,1.5,vw
10435, C Class,2019,Automatic,6084,Diesel,145,61.4,2.0,mercedes
11451, Tiguan,2013,Semi-Auto,51449,Diesel,200,47.7,2.0,vw
12452, Focus,2019,Manual,14151,Petrol,145,46.3,1.5,ford
7786, Fiesta,2019,Manual,5469,Petrol,145,58.9,1.0,ford
5422, Aygo,2011,Manual,55000,Petrol,20,61.4,1.0,toyota
14200, Touran,2017,Manual,32487,Diesel,150,61.4,1.6,vw
16217, Fiesta,2017,Manual,8606,Petrol,0,65.7,1.0,ford
14126, Touran,2018,Manual,17882,Diesel,145,51.4,1.6,vw
5443, Aygo,2019,Manual,3648,Petrol,145,57.7,1.0,toyota
6893, Q3,2019,Manual,4750,Petrol,145,40.9,1.5,audi
9132, GLC Class,2019,Semi-Auto,3150,Diesel,145,41.5,2.1,mercedes
7625, A3,2019,Automatic,1500,Petrol,145,44.1,0.0,audi
4455, Citigo,2016,Manual,19824,Petrol,20,62.8,1.0,skoda
6143, Prius,2019,Automatic,3700,Hybrid,135,64.2,1.8,toyota
12333, Up,2015,Manual,25401,Petrol,20,62.8,1.0,vw
8003, Kuga,2017,Manual,23095,Petrol,165,45.6,1.5,ford
5810, Q5,2017,Semi-Auto,30000,Diesel,240,42.2,3.0,audi
14746, Amarok,2019,Automatic,3412,Diesel,260,27.7,3.0,vw
8529, Polo,2019,Semi-Auto,3487,Petrol,150,39.8,2.0,vw
1026, Yaris,2017,Automatic,26758,Hybrid,140,76.3,1.5,toyota
4962, A4,2017,Semi-Auto,21062,Petrol,145,53.3,2.0,audi
17484, Fiesta,2010,Manual,109000,Diesel,0,76.3,1.6,ford
6136, Kodiaq,2018,Automatic,11964,Petrol,145,44.8,1.4,skoda
4741, Q3,2019,Semi-Auto,2743,Petrol,145,32.1,2.0,audi
4149, Aygo,2017,Manual,27372,Petrol,0,69.0,1.0,toyota
16733, Focus,2014,Manual,53000,Petrol,20,60.1,1.0,ford
10504, X1,2017,Automatic,34525,Diesel,30,65.7,2.0,bmw
1510, Yaris,2016,Manual,14875,Petrol,30,55.0,1.3,toyota
13622, EcoSport,2015,Manual,54041,Petrol,125,52.3,1.0,ford
11394, Tiguan,2016,Automatic,12892,Diesel,125,57.6,2.0,vw
1560, Rapid,2016,Manual,52456,Diesel,0,78.5,1.4,skoda
7634, A3,2016,Manual,29500,Petrol,30,57.6,1.4,audi
4632, 1 Series,2019,Semi-Auto,5453,Petrol,150,34.5,2.0,bmw
5365, Q5,2019,Semi-Auto,6831,Diesel,145,38.2,2.0,audi
9480, Polo,2016,Manual,15349,Petrol,20,60.1,1.2,vw
1646, Fabia,2018,Manual,3621,Petrol,150,64.2,1.0,skoda
14897, Fiesta,2017,Manual,66210,Diesel,145,88.3,1.5,ford
5058, Citigo,2017,Manual,16665,Petrol,20,64.2,1.0,skoda
6712, T-Cross,2019,Automatic,100,Diesel,145,51.4,1.6,vw
1245, Citigo,2017,Manual,11556,Petrol,20,64.2,1.0,skoda
4102, Golf,2016,Manual,29837,Petrol,30,53.3,1.4,vw
4637, Q2,2019,Semi-Auto,3588,Diesel,145,47.9,1.6,audi
11365, Focus,2018,Manual,9673,Petrol,145,61.4,1.0,ford
1874, Yaris,2018,Manual,13500,Petrol,150,58.9,1.5,toyota
4393, A Class,2019,Semi-Auto,1718,Diesel,145,67.3,1.5,mercedes
8953, GLE Class,2019,Semi-Auto,9339,Petrol,145,30.1,3.0,mercedes
945, Golf,2019,Automatic,10008,Petrol,145,32.8,2.0,vw
1476, Yaris,2018,Manual,32081,Petrol,145,58.9,1.5,toyota
11544, SL CLASS,2010,Automatic,56098,Petrol,555,29.1,3.5,mercedes
887, A Class,2019,Manual,2158,Petrol,145,47.1,1.3,mercedes
9340, A4,2019,Automatic,2500,Diesel,145,45.6,2.0,audi
10661, Kuga,2017,Manual,45267,Diesel,145,54.3,2.0,ford
5772, EcoSport,2018,Manual,10000,Petrol,150,53.3,1.0,ford
1021, EcoSport,2016,Semi-Auto,13303,Petrol,160,44.8,1.5,ford
2409, A3,2015,Semi-Auto,33142,Petrol,20,60.1,1.4,audi
6948, Mondeo,2017,Manual,37960,Diesel,30,64.2,2.0,ford
10987, Kuga,2018,Manual,12273,Diesel,145,64.2,1.5,ford
2018, Superb,2017,Manual,27997,Diesel,20,67.3,2.0,skoda
6402, Avensis,2011,Manual,39512,Petrol,205,42.8,1.8,toyota
2108, X6,2019,Semi-Auto,2137,Diesel,145,34.9,3.0,bmw
2507, X6,2016,Semi-Auto,38680,Diesel,200,47.1,3.0,bmw
16232, Grand C-MAX,2016,Manual,6679,Petrol,30,54.3,1.0,ford
10876, Focus,2015,Manual,23178,Petrol,200,41.5,2.0,ford
11956, Sharan,2019,Manual,15375,Diesel,145,43.5,2.0,vw
17877, Fiesta,2015,Manual,37000,Petrol,0,65.7,1.0,ford
13316, Fiesta,2018,Manual,28337,Petrol,145,65.7,1.0,ford
12507, Up,2018,Manual,5600,Petrol,150,64.2,1.0,vw
6516, X3,2019,Semi-Auto,4741,Petrol,145,24.8,3.0,bmw
1068, Yeti Outdoor,2016,Semi-Auto,17672,Petrol,125,51.4,1.2,skoda
6857, Polo,2016,Manual,15322,Petrol,20,58.9,1.0,vw
3593, 5 Series,2018,Semi-Auto,5823,Diesel,145,49.6,2.0,bmw
9610, E Class,2015,Automatic,48285,Diesel,125,58.9,2.1,mercedes
11747, SLK,2006,Automatic,65000,Petrol,565,28.0,3.5,mercedes
2387, A Class,2013,Semi-Auto,19640,Diesel,30,65.7,1.8,mercedes
5887, Passat,2019,Manual,6117,Petrol,145,45.6,1.5,vw
7903, X-CLASS,2019,Automatic,40,Diesel,260,31.4,3.0,mercedes
11841, Grand C-MAX,2018,Manual,21965,Petrol,145,54.3,1.0,ford
8795, Polo,2017,Manual,17000,Petrol,20,60.1,1.0,vw
5154, 3 Series,2019,Semi-Auto,7585,Petrol,150,47.9,2.0,bmw
14267, Focus,2019,Automatic,3824,Diesel,145,64.2,2.0,ford
4655, Focus,2017,Manual,10708,Petrol,145,60.1,1.0,ford
5718, Octavia,2017,Manual,32049,Diesel,0,72.4,1.6,skoda
2501, Golf,2016,Manual,25552,Diesel,0,74.3,1.6,vw
9091, S8,2017,Automatic,22579,Petrol,555,28.2,4.0,audi
4645, 3 Series,2017,Semi-Auto,20422,Diesel,150,60.1,2.0,bmw
12082, Fiesta,2019,Manual,8512,Petrol,145,60.1,1.0,ford
11376, A Class,2018,Automatic,22767,Diesel,145,65.7,1.5,mercedes
